"","title","Author","Affiliation","Country","Zone","paper_zone","paper_country","Year","Journal","journals_2","field","bio_monet","main_method","biodiv_objective","partial_general","...16","biodiv_measure","biodiv_direct","biodiv_functional_historical","biodiv_indicator_level","biodiv_indicator_use","biodiv_proxy","...23","species_2","species","biodiv_type","ess_binary","ess_type","ess_measure","paper_empirical","method_static","method_resolution","method_spatial","spatial_ecology","spatial_economy","positive_normative","comments","affiliation_class","FLAG","keywords","keywords2","ecological_model","stoch_ecol","stoch_econ","habitat2","biodiv_type2","id_unique_author","last_names_author"
"42","A dynamic model of biodiversity preservation","Chuan-Zhong Li","Department of Economics, University of Umeå","Sweden","Europe","Europe","Sweden",1998,"Environment and Development Economics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,"Number of species and number of individuals","Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Conservation","Conservation","Population dynamics","Yes","No","Not applicable","Not applicable",16,"li"
"43","A dynamic model of biodiversity preservation","Karl-Gustaf Löfgren","Department of Economics, University of Umeå","Sweden","Europe","Europe","Sweden",1998,"Environment and Development Economics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,"Number of species and number of individuals","Directly","Functional","Community",NA,"No",NA,NA,"Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Conservation","Conservation","Population dynamics","Yes","No","Not applicable","Not applicable",35,"löfgren"
"44","The Noah’s Ark Problem","Martin Weitzman","Harvard University, Massachussets","USA","North America","North America","USA",1998,"Econometrica","Economics","Economics","No","Cost_eff","Objective","Partial",NA,"Species richness","Directly","Genetic","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Not specified",0,"0","0","Theoretical","Static","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Thématique","Conservation","Conservation","Other","Yes","No","Not applicable","Not applicable",36,"weitzman"
"45","Land Use, Biodiversity, and Sustainability","Alfred Endres","Department of Economics, University of Hagen","Germany","Europe","Europe","Germany",1999,"Journal of Economics","Economics","Economics","Yes","Cost_eff","Constraint","General",NA,"Forest","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,"Single species","Single","Forest",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Positive",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","No","No","Forest","Common",37,"endres"
"46","Land Use, Biodiversity, and Sustainability","Volker Radke","Department of Economics, University of Hagen","Germany","Europe","Europe","Germany",1999,"Journal of Economics","Economics","Economics","Yes","Cost_eff","Constraint","General",NA,"Forest","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,"Single species","Single","Forest",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Positive",NA,NA,"Ok","Extinction","Extinction","Population dynamics",NA,"No","Forest","Common",38,"radke"
"47","Balancing conservation and economic gain: a dynamic programming approach","Paul F Doherty Jr","Department of Evolution, Ecology and Organismal Biology, The Ohio State University","USA","North America","North America","USA",1999,"Ecological Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Population of birds","Directly","Functional","Population","Evolution of structure","No",NA,"Single species","Single","Animal - Aves",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological explicit and economic absent","Explicit","Absent","Normative",NA,"Ecology (full, zoology, fisheries and wildlife, forestry)","Ok","Conservation","Conservation","Population dynamics","Yes","No","Forest","remarkable_endangered",39,"jr"
"48","Balancing conservation and economic gain: a dynamic programming approach","Elizabeth A. Marschall","Department of Evolution, Ecology and Organismal Biology, The Ohio State University","USA","North America","North America","USA",1999,"Ecological Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Population of birds","Directly","Functional","Population","Evolution of structure","No",NA,"Single species","Single","Animal - Aves",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological explicit and economic absent","Explicit","Absent","Normative",NA,"Ecology (full, zoology, fisheries and wildlife, forestry)","Ok","Conservation","Conservation","Population dynamics","Yes","No","Forest","remarkable_endangered",40,"marschall"
"49","Balancing conservation and economic gain: a dynamic programming approach","Thomas C. Grubb Jr.","Department of Evolution, Ecology and Organismal Biology, The Ohio State University","USA","North America","North America","USA",1999,"Ecological Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Population of birds","Directly","Functional","Population","Evolution of structure","No",NA,"Single species","Single","Animal - Aves",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological explicit and economic absent","Explicit","Absent","Normative",NA,"Ecology (full, zoology, fisheries and wildlife, forestry)","Ok","Conservation","Conservation","Population dynamics","Yes","No","Forest","remarkable_endangered",41,"jr."
"50","Thresholds and complementarities in an economic model of preserving and conserving biodiversity","Robert E. Kohn","Department of Economics, Southern Illinois University at Edwardsville, Edwardsville, IL 62026, USA","USA","North America","North America","USA",1999,"Socio-Economic Planning Sciences","Economics","Economics","No","Cost_eff","Constraint","General",NA,"species richness","Indirectly","Functional","Species","Evolution of structure","Habitat",NA,NA,"Multiple","Large_set - not known - not known - Costa-rican biodiversity",0,"0","0","Theoretical","Static","Both","Ecological absent and economic absent","Absent","Absent","Positive",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Conservation","Conservation","Other","No","No","Forest","remarkable_endangered",42,"kohn"
"51","Choosing reserve networks with incomplete species information","Polasky et al","Department of Applied Economics, University of Minnesota","USA","North America","North America","USA",2000,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,"Expected number of species","Directly","Functional","Species","Evolution of species","No",NA,NA,"Multiple","Large_set - not known - not known - 426 Terrestrial vertebrates of Oregon",0,"0","0","Theoretical & empirical","Static","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative","Introducing a stochastic environment","Ecology and Economics","Ok","Conservation","Conservation","Other","Yes","No","Park_reserve","Common",43,"al"
"52","Selecting Biological Reserves Cost-Effectively: An Application to Terrestrial Vertebrate Conservation in Oregon","Stephen Polasky","U Minnesota (Applied Economics and Ecology)","USA","North America","North America","USA",2001,"Land Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Number of species","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Large_set - not known - not known - Oregon terrestrial vertebrates",0,"0","0","Empirical","Static","Numerical","Ecological implicit and economic implicit","Implicit","Implicit","Positive","Implicit geographical as there is no dispersal, although species are spatially located.","Ecology and Economics","Ok","Conservation","Conservation","Other","No","No","Park_reserve","Common",44,"polasky"
"53","Selecting Biological Reserves Cost-Effectively: An Application to Terrestrial Vertebrate Conservation in Oregon","Jeffrey D. Camm",NA,"USA","North America","North America","USA",2001,"Land Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Number of species","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Large_set - not known - not known - Oregon terrestrial vertebrates",0,"0","0","Empirical","Static","Numerical","Ecological implicit and economic implicit","Implicit","Implicit","Positive","Implicit geographical as there is no dispersal, although species are spatially located.","Ecology and Economics","Ok","Conservation","Conservation","Other","No","No","Park_reserve","Common",45,"camm"
"54","Selecting Biological Reserves Cost-Effectively: An Application to Terrestrial Vertebrate Conservation in Oregon","Brian Garber-Yonts",NA,"USA","North America","North America","USA",2001,"Land Economics","Economics","Economics","No","Cost_eff","Constraint","Partial",NA,"Number of species","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Large_set - not known - not known - Oregon terrestrial vertebrates",0,"0","0","Empirical","Static","Numerical","Ecological implicit and economic implicit","Implicit","Implicit","Positive","Implicit geographical as there is no dispersal, although species are spatially located.","Ecology and Economics","Ok","Conservation","Conservation","Other","No","No","Park_reserve","Common",46,"garber-yonts"
"55","Nonconvexities in the production of timber, biodiversity, and carbon sequestration","Marco Boscolo","Center for International Development, Harvard University","USA","North America","North America","USA",2003,"Journal of Environmental Economics and Management","Economics","Economics","Yes","Cost_eff","Constraint","Partial",NA,"Proximity to climax index based on structure of forest","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,"Multiple species (rhetorical)","Multiple","Forest",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Ecology (full, zoology, fisheries and wildlife, forestry)","Ok","Extinction","Extinction","Population dynamics","Yes","No","Forest","Common",47,"boscolo"
"56","Nonconvexities in the production of timber, biodiversity, and carbon sequestration","Jeffrey R. Vincent","Graduate School of International Relations & Pacific Studies, University of California, San Diego,","USA","North America","North America","USA",2003,"Journal of Environmental Economics and Management","Economics","Economics","Yes","Cost_eff","Constraint","Partial",NA,"Proximity to climax index based on structure of forest","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,"Multiple species (rhetorical)","Multiple","Forest",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Ecology (full, zoology, fisheries and wildlife, forestry)","Ok","Extinction","Extinction","Population dynamics","Yes","No","Forest","Common",48,"vincent"
